'Elapsed time','ii'
'0:09.392',-0.045
'0:09.393',-0.075
'0:09.394',-0.077
'0:09.395',-0.076
'0:09.396',-0.076
'0:09.397',-0.069
'0:09.398',-0.069
'0:09.399',-0.072
'0:09.400',-0.074
'0:09.401',-0.076
'0:09.402',-0.074
'0:09.403',-0.072
'0:09.404',-0.068
'0:09.405',-0.062
'0:09.406',-0.064
'0:09.407',-0.071
'0:09.408',-0.075
'0:09.409',-0.084
'0:09.410',-0.098
'0:09.411',-0.108
'0:09.412',-0.114
'0:09.413',-0.132
'0:09.414',-0.169
'0:09.415',-0.189
'0:09.416',-0.204
'0:09.417',-0.221
'0:09.418',-0.226
'0:09.419',-0.245
'0:09.420',-0.268
'0:09.421',-0.286
'0:09.422',-0.303
'0:09.423',-0.326
'0:09.424',-0.343
'0:09.425',-0.334
'0:09.426',-0.334
'0:09.427',-0.346
'0:09.428',-0.340
'0:09.429',-0.332
'0:09.430',-0.340
'0:09.431',-0.344
'0:09.432',-0.350
'0:09.433',-0.370
'0:09.434',-0.360
'0:09.435',-0.352
'0:09.436',-0.363
'0:09.437',-0.355
'0:09.438',-0.346
'0:09.439',-0.319
'0:09.440',-0.298
'0:09.441',-0.289
'0:09.442',-0.282
'0:09.443',-0.294
'0:09.444',-0.264
'0:09.445',-0.229
'0:09.446',-0.214
'0:09.447',-0.190
'0:09.448',-0.175
'0:09.449',-0.164
'0:09.450',-0.160
'0:09.451',-0.158
'0:09.452',-0.160
'0:09.453',-0.175
'0:09.454',-0.189
'0:09.455',-0.215
'0:09.456',-0.262
'0:09.457',-0.310
'0:09.458',-0.333
'0:09.459',-0.339
'0:09.460',-0.378
'0:09.461',-0.419
'0:09.462',-0.433
'0:09.463',-0.450
'0:09.464',-0.477
'0:09.465',-0.507
'0:09.466',-0.522
'0:09.467',-0.531
'0:09.468',-0.533
'0:09.469',-0.547
'0:09.470',-0.555
'0:09.471',-0.538
'0:09.472',-0.544
'0:09.473',-0.499
'0:09.474',-0.459
'0:09.475',-0.473
'0:09.476',-0.471
'0:09.477',-0.470
'0:09.478',-0.456
'0:09.479',-0.450
'0:09.480',-0.427
'0:09.481',-0.396
'0:09.482',-0.384
'0:09.483',-0.357
'0:09.484',-0.335
'0:09.485',-0.333
'0:09.486',-0.334
'0:09.487',-0.341
'0:09.488',-0.349
'0:09.489',-0.343
'0:09.490',-0.348
'0:09.491',-0.353
'0:09.492',-0.349
'0:09.493',-0.336
'0:09.494',-0.321
'0:09.495',-0.323
'0:09.496',-0.317
'0:09.497',-0.298
'0:09.498',-0.287
'0:09.499',-0.278
'0:09.500',-0.282
'0:09.501',-0.284
'0:09.502',-0.277
'0:09.503',-0.270
'0:09.504',-0.261
'0:09.505',-0.257
'0:09.506',-0.253
'0:09.507',-0.257
'0:09.508',-0.261
'0:09.509',-0.269
'0:09.510',-0.278
'0:09.511',-0.281
'0:09.512',-0.287
'0:09.513',-0.286
'0:09.514',-0.287
'0:09.515',-0.284
'0:09.516',-0.274
'0:09.517',-0.260
'0:09.518',-0.249
'0:09.519',-0.240
'0:09.520',-0.229
'0:09.521',-0.222
'0:09.522',-0.208
'0:09.523',-0.190
'0:09.524',-0.175
'0:09.525',-0.159
'0:09.526',-0.142
'0:09.527',-0.128
'0:09.528',-0.111
'0:09.529',-0.098
'0:09.530',-0.088
'0:09.531',-0.083
'0:09.532',-0.080
'0:09.533',-0.076
'0:09.534',-0.071
'0:09.535',-0.068
'0:09.536',-0.062
'0:09.537',-0.056
'0:09.538',-0.059
'0:09.539',-0.056
'0:09.540',-0.051
'0:09.541',-0.044
'0:09.542',-0.045
'0:09.543',-0.043
'0:09.544',-0.034
'0:09.545',-0.034
'0:09.546',-0.025
'0:09.547',-0.038
'0:09.548',-0.033
'0:09.549',-0.020
'0:09.550',-0.052
'0:09.551',-0.063
'0:09.552',-0.051
'0:09.553',-0.046
'0:09.554',-0.047
'0:09.555',-0.038
'0:09.556',-0.025
'0:09.557',-0.036
'0:09.558',-0.046
'0:09.559',-0.043
'0:09.560',-0.041
'0:09.561',-0.035
'0:09.562',-0.037
'0:09.563',-0.042
'0:09.564',-0.041
'0:09.565',-0.041
'0:09.566',-0.037
'0:09.567',-0.038
'0:09.568',-0.037
'0:09.569',-0.038
'0:09.570',-0.040
'0:09.571',-0.045
'0:09.572',-0.057
'0:09.573',-0.043
'0:09.574',-0.040
'0:09.575',-0.043
'0:09.576',-0.053
'0:09.577',-0.051
'0:09.578',-0.042
'0:09.579',-0.029
'0:09.580',-0.021
'0:09.581',-0.037
'0:09.582',-0.028
'0:09.583',-0.022
'0:09.584',-0.026
'0:09.585',-0.026
'0:09.586',-0.015
'0:09.587',-0.013
'0:09.588',-0.043
'0:09.589',-0.068
'0:09.590',-0.058
'0:09.591',-0.042
'0:09.592',-0.041
'0:09.593',-0.040
'0:09.594',-0.041
'0:09.595',-0.040
'0:09.596',-0.050
'0:09.597',-0.064
'0:09.598',-0.060
'0:09.599',-0.056
'0:09.600',-0.060
'0:09.601',-0.060
'0:09.602',-0.060
'0:09.603',-0.062
'0:09.604',-0.055
'0:09.605',-0.052
'0:09.606',-0.053
'0:09.607',-0.054
'0:09.608',-0.054
'0:09.609',-0.044
'0:09.610',-0.019
'0:09.611',-0.033
'0:09.612',-0.067
'0:09.613',-0.066
'0:09.614',-0.059
'0:09.615',-0.058
'0:09.616',-0.054
'0:09.617',-0.050
'0:09.618',-0.060
'0:09.619',-0.049
'0:09.620',-0.046
'0:09.621',-0.060
'0:09.622',-0.061
'0:09.623',-0.082
'0:09.624',-0.076
'0:09.625',-0.069
'0:09.626',-0.081
'0:09.627',-0.085
'0:09.628',-0.068
'0:09.629',-0.067
'0:09.630',-0.082
'0:09.631',-0.079
'0:09.632',-0.102
'0:09.633',-0.121
'0:09.634',-0.112
'0:09.635',-0.102
'0:09.636',-0.099
'0:09.637',-0.098
'0:09.638',-0.111
'0:09.639',-0.104
'0:09.640',-0.089
'0:09.641',-0.101
'0:09.642',-0.108
'0:09.643',-0.101
'0:09.644',-0.108
'0:09.645',-0.119
'0:09.646',-0.117
'0:09.647',-0.128
'0:09.648',-0.131
'0:09.649',-0.131
'0:09.650',-0.135
'0:09.651',-0.145
'0:09.652',-0.155
'0:09.653',-0.153
'0:09.654',-0.152
'0:09.655',-0.147
'0:09.656',-0.143
'0:09.657',-0.159
'0:09.658',-0.159
'0:09.659',-0.141
'0:09.660',-0.157
'0:09.661',-0.178
'0:09.662',-0.182
'0:09.663',-0.178
'0:09.664',-0.175
'0:09.665',-0.169
'0:09.666',-0.175
'0:09.667',-0.188
'0:09.668',-0.188
'0:09.669',-0.182
'0:09.670',-0.184
'0:09.671',-0.203
'0:09.672',-0.202
'0:09.673',-0.203
'0:09.674',-0.208
'0:09.675',-0.210
'0:09.676',-0.216
'0:09.677',-0.217
'0:09.678',-0.225
'0:09.679',-0.209
'0:09.680',-0.221
'0:09.681',-0.253
'0:09.682',-0.241
'0:09.683',-0.237
'0:09.684',-0.243
'0:09.685',-0.246
'0:09.686',-0.251
'0:09.687',-0.249
'0:09.688',-0.247
'0:09.689',-0.251
'0:09.690',-0.257
'0:09.691',-0.257
'0:09.692',-0.258
'0:09.693',-0.260
'0:09.694',-0.265
'0:09.695',-0.276
'0:09.696',-0.279
'0:09.697',-0.271
'0:09.698',-0.276
'0:09.699',-0.279
'0:09.700',-0.270
'0:09.701',-0.259
'0:09.702',-0.244
'0:09.703',-0.245
'0:09.704',-0.279
'0:09.705',-0.290
'0:09.706',-0.273
'0:09.707',-0.253
'0:09.708',-0.247
'0:09.709',-0.272
'0:09.710',-0.272
'0:09.711',-0.270
'0:09.712',-0.284
'0:09.713',-0.281
'0:09.714',-0.280
'0:09.715',-0.285
'0:09.716',-0.281
'0:09.717',-0.273
'0:09.718',-0.282
'0:09.719',-0.288
'0:09.720',-0.276
'0:09.721',-0.280
'0:09.722',-0.298
'0:09.723',-0.259
'0:09.724',-0.245
'0:09.725',-0.289
'0:09.726',-0.293
'0:09.727',-0.286
'0:09.728',-0.287
'0:09.729',-0.293
'0:09.730',-0.287
'0:09.731',-0.277
'0:09.732',-0.281
'0:09.733',-0.276
'0:09.734',-0.272
'0:09.735',-0.281
'0:09.736',-0.288
'0:09.737',-0.291
'0:09.738',-0.289
'0:09.739',-0.289
'0:09.740',-0.293
'0:09.741',-0.284
'0:09.742',-0.283
'0:09.743',-0.283
'0:09.744',-0.281
'0:09.745',-0.276
'0:09.746',-0.266
'0:09.747',-0.270
'0:09.748',-0.265
'0:09.749',-0.259
'0:09.750',-0.268
'0:09.751',-0.271
'0:09.752',-0.271
'0:09.753',-0.264
'0:09.754',-0.257
'0:09.755',-0.260
'0:09.756',-0.256
'0:09.757',-0.251
'0:09.758',-0.251
'0:09.759',-0.245
'0:09.760',-0.239
'0:09.761',-0.237
'0:09.762',-0.232
'0:09.763',-0.233
'0:09.764',-0.235
'0:09.765',-0.240
'0:09.766',-0.236
'0:09.767',-0.232
'0:09.768',-0.231
'0:09.769',-0.228
'0:09.770',-0.228
'0:09.771',-0.229
'0:09.772',-0.232
'0:09.773',-0.234
'0:09.774',-0.233
'0:09.775',-0.234
'0:09.776',-0.235
'0:09.777',-0.235
'0:09.778',-0.233
'0:09.779',-0.220
'0:09.780',-0.203
'0:09.781',-0.203
'0:09.782',-0.182
'0:09.783',-0.169
'0:09.784',-0.221
'0:09.785',-0.211
'0:09.786',-0.171
'0:09.787',-0.180
'0:09.788',-0.171
'0:09.789',-0.160
'0:09.790',-0.166
'0:09.791',-0.153
'0:09.792',-0.166
'0:09.793',-0.203
'0:09.794',-0.210
'0:09.795',-0.199
'0:09.796',-0.183
'0:09.797',-0.181
'0:09.798',-0.182
'0:09.799',-0.175
'0:09.800',-0.163
'0:09.801',-0.162
'0:09.802',-0.172
'0:09.803',-0.171
'0:09.804',-0.164
'0:09.805',-0.158
'0:09.806',-0.162
'0:09.807',-0.166
'0:09.808',-0.166
'0:09.809',-0.169
'0:09.810',-0.170
'0:09.811',-0.169
'0:09.812',-0.163
'0:09.813',-0.164
'0:09.814',-0.159
'0:09.815',-0.156
'0:09.816',-0.152
'0:09.817',-0.158
'0:09.818',-0.174
'0:09.819',-0.160
'0:09.820',-0.142
'0:09.821',-0.139
'0:09.822',-0.147
'0:09.823',-0.149
'0:09.824',-0.142
'0:09.825',-0.141
'0:09.826',-0.144
'0:09.827',-0.147
'0:09.828',-0.147
'0:09.829',-0.150
'0:09.830',-0.157
'0:09.831',-0.158
'0:09.832',-0.158
'0:09.833',-0.169
'0:09.834',-0.169
'0:09.835',-0.160
'0:09.836',-0.151
'0:09.837',-0.158
'0:09.838',-0.168
'0:09.839',-0.168
'0:09.840',-0.167
'0:09.841',-0.162
'0:09.842',-0.164
'0:09.843',-0.161
'0:09.844',-0.157
'0:09.845',-0.149
'0:09.846',-0.157
'0:09.847',-0.156
'0:09.848',-0.137
'0:09.849',-0.142
'0:09.850',-0.148
'0:09.851',-0.159
'0:09.852',-0.163
'0:09.853',-0.163
'0:09.854',-0.157
'0:09.855',-0.153
'0:09.856',-0.159
'0:09.857',-0.149
'0:09.858',-0.152
'0:09.859',-0.154
'0:09.860',-0.159
'0:09.861',-0.147
'0:09.862',-0.122
'0:09.863',-0.142
'0:09.864',-0.165
'0:09.865',-0.160
'0:09.866',-0.147
'0:09.867',-0.143
'0:09.868',-0.137
'0:09.869',-0.129
'0:09.870',-0.133
'0:09.871',-0.128
'0:09.872',-0.135
'0:09.873',-0.122
'0:09.874',-0.111
'0:09.875',-0.152
'0:09.876',-0.158
'0:09.877',-0.135
'0:09.878',-0.131
'0:09.879',-0.135
'0:09.880',-0.142
'0:09.881',-0.141
'0:09.882',-0.147
'0:09.883',-0.141
'0:09.884',-0.127
'0:09.885',-0.125
'0:09.886',-0.122
'0:09.887',-0.134
'0:09.888',-0.137
'0:09.889',-0.132
'0:09.890',-0.131
'0:09.891',-0.136
'0:09.892',-0.144
'0:09.893',-0.146
'0:09.894',-0.146
'0:09.895',-0.141
'0:09.896',-0.140
'0:09.897',-0.154
'0:09.898',-0.163
'0:09.899',-0.147
'0:09.900',-0.140
'0:09.901',-0.142
'0:09.902',-0.143
'0:09.903',-0.146
'0:09.904',-0.141
'0:09.905',-0.139
'0:09.906',-0.139
'0:09.907',-0.132
'0:09.908',-0.129
'0:09.909',-0.139
'0:09.910',-0.133
'0:09.911',-0.136
'0:09.912',-0.142
'0:09.913',-0.120
'0:09.914',-0.124
'0:09.915',-0.109
'0:09.916',-0.073
'0:09.917',-0.097
'0:09.918',-0.146
'0:09.919',-0.150
'0:09.920',-0.130
'0:09.921',-0.127
'0:09.922',-0.119
'0:09.923',-0.121
'0:09.924',-0.134
'0:09.925',-0.126
'0:09.926',-0.108
'0:09.927',-0.110
'0:09.928',-0.111
'0:09.929',-0.112
'0:09.930',-0.133
'0:09.931',-0.125
'0:09.932',-0.103
'0:09.933',-0.106
'0:09.934',-0.121
'0:09.935',-0.121
'0:09.936',-0.117
'0:09.937',-0.115
'0:09.938',-0.107
'0:09.939',-0.102
'0:09.940',-0.097
'0:09.941',-0.093
'0:09.942',-0.093
'0:09.943',-0.096
'0:09.944',-0.090
'0:09.945',-0.090
'0:09.946',-0.088
'0:09.947',-0.084
'0:09.948',-0.082
'0:09.949',-0.077
'0:09.950',-0.083
'0:09.951',-0.085
'0:09.952',-0.083
'0:09.953',-0.084
'0:09.954',-0.088
'0:09.955',-0.088
'0:09.956',-0.078
'0:09.957',-0.084
'0:09.958',-0.091
'0:09.959',-0.084
'0:09.960',-0.074
'0:09.961',-0.070
'0:09.962',-0.065
'0:09.963',-0.054
'0:09.964',-0.052
'0:09.965',-0.044
'0:09.966',-0.043
'0:09.967',-0.047
'0:09.968',-0.028
'0:09.969',-0.018
'0:09.970',-0.026
'0:09.971',-0.019
'0:09.972',-0.011
'0:09.973',-0.025
'0:09.974',-0.021
'0:09.975',-0.006
'0:09.976',-0.015
'0:09.977',-0.009
'0:09.978',-0.011
'0:09.979',-0.030
'0:09.980',-0.011
'0:09.981',0.010
'0:09.982',0.018
'0:09.983',0.018
'0:09.984',0.015
'0:09.985',0.019
'0:09.986',0.019
'0:09.987',0.019
'0:09.988',0.026
'0:09.989',0.024
'0:09.990',0.026
'0:09.991',0.028
'0:09.992',0.028
'0:09.993',0.035
'0:09.994',0.039
'0:09.995',0.038
'0:09.996',0.045
'0:09.997',0.046
'0:09.998',0.045
'0:09.999',0.046
'0:10.000',0.047
'0:10.001',0.056
'0:10.002',0.060
'0:10.003',0.059
'0:10.004',0.058
'0:10.005',0.064
'0:10.006',0.069
'0:10.007',0.070
'0:10.008',0.072
'0:10.009',0.067
'0:10.010',0.059
'0:10.011',0.052
'0:10.012',0.056
'0:10.013',0.060
'0:10.014',0.059
'0:10.015',0.061
'0:10.016',0.059
'0:10.017',0.059
'0:10.018',0.066
'0:10.019',0.076
'0:10.020',0.082
'0:10.021',0.079
'0:10.022',0.073
'0:10.023',0.071
'0:10.024',0.070
'0:10.025',0.063
'0:10.026',0.062
'0:10.027',0.060
'0:10.028',0.066
'0:10.029',0.068
'0:10.030',0.067
'0:10.031',0.060
'0:10.032',0.056
'0:10.033',0.056
'0:10.034',0.057
'0:10.035',0.057
'0:10.036',0.039
'0:10.037',0.048
'0:10.038',0.044
'0:10.039',0.030
'0:10.040',0.044
'0:10.041',0.044
'0:10.042',0.038
'0:10.043',0.036
'0:10.044',0.032
'0:10.045',0.032
'0:10.046',0.026
'0:10.047',-0.003
'0:10.048',-0.013
'0:10.049',0.008
'0:10.050',0.005
'0:10.051',-0.020
'0:10.052',-0.022
'0:10.053',-0.027
'0:10.054',-0.043
'0:10.055',-0.061
'0:10.056',-0.077
'0:10.057',-0.083
'0:10.058',-0.078
'0:10.059',-0.069
'0:10.060',-0.067
'0:10.061',-0.062
'0:10.062',-0.069
'0:10.063',-0.077
'0:10.064',-0.079
'0:10.065',-0.072
'0:10.066',-0.069
'0:10.067',-0.081
'0:10.068',-0.084
'0:10.069',-0.087
'0:10.070',-0.096
'0:10.071',-0.091
'0:10.072',-0.082
'0:10.073',-0.081
'0:10.074',-0.082
'0:10.075',-0.078
'0:10.076',-0.072
'0:10.077',-0.084
'0:10.078',-0.100
'0:10.079',-0.108
'0:10.080',-0.116
'0:10.081',-0.110
'0:10.082',-0.102
'0:10.083',-0.099
'0:10.084',-0.096
'0:10.085',-0.099
'0:10.086',-0.101
'0:10.087',-0.102
'0:10.088',-0.090
'0:10.089',-0.090
'0:10.090',-0.100
'0:10.091',-0.095
'0:10.092',-0.093
'0:10.093',-0.092
'0:10.094',-0.101
'0:10.095',-0.118
'0:10.096',-0.119
'0:10.097',-0.115
'0:10.098',-0.106
'0:10.099',-0.104
'0:10.100',-0.105
'0:10.101',-0.098
'0:10.102',-0.095
'0:10.103',-0.090
'0:10.104',-0.088
'0:10.105',-0.093
'0:10.106',-0.098
'0:10.107',-0.091
'0:10.108',-0.091
'0:10.109',-0.081
'0:10.110',-0.081
'0:10.111',-0.100
'0:10.112',-0.095
'0:10.113',-0.091
'0:10.114',-0.091
'0:10.115',-0.090
'0:10.116',-0.096
'0:10.117',-0.102
'0:10.118',-0.111
'0:10.119',-0.104
'0:10.120',-0.095
'0:10.121',-0.107
'0:10.122',-0.134
'0:10.123',-0.145
'0:10.124',-0.133
'0:10.125',-0.155
'0:10.126',-0.200
'0:10.127',-0.227
'0:10.128',-0.239
'0:10.129',-0.254
'0:10.130',-0.269
'0:10.131',-0.299
'0:10.132',-0.334
'0:10.133',-0.334
'0:10.134',-0.347
'0:10.135',-0.346
'0:10.136',-0.351
'0:10.137',-0.377
'0:10.138',-0.376
'0:10.139',-0.386
'0:10.140',-0.385
'0:10.141',-0.371
'0:10.142',-0.370
'0:10.143',-0.376
'0:10.144',-0.381
'0:10.145',-0.376
'0:10.146',-0.374
'0:10.147',-0.367
'0:10.148',-0.351
'0:10.149',-0.343
'0:10.150',-0.334
'0:10.151',-0.321
'0:10.152',-0.316
'0:10.153',-0.318
'0:10.154',-0.306
'0:10.155',-0.300
'0:10.156',-0.269
'0:10.157',-0.225
'0:10.158',-0.215
'0:10.159',-0.195
'0:10.160',-0.170
'0:10.161',-0.155
'0:10.162',-0.152
'0:10.163',-0.136
'0:10.164',-0.137
'0:10.165',-0.155
'0:10.166',-0.166
'0:10.167',-0.203
'0:10.168',-0.259
'0:10.169',-0.306
'0:10.170',-0.337
'0:10.171',-0.354
'0:10.172',-0.379
'0:10.173',-0.406
'0:10.174',-0.417
'0:10.175',-0.458
'0:10.176',-0.489
'0:10.177',-0.509
'0:10.178',-0.541
'0:10.179',-0.534
'0:10.180',-0.535
'0:10.181',-0.569
'0:10.182',-0.578
'0:10.183',-0.557
'0:10.184',-0.538
'0:10.185',-0.513
'0:10.186',-0.484
'0:10.187',-0.471
'0:10.188',-0.461
'0:10.189',-0.446
'0:10.190',-0.446
'0:10.191',-0.426
'0:10.192',-0.392
'0:10.193',-0.379
'0:10.194',-0.361
'0:10.195',-0.348
'0:10.196',-0.343
'0:10.197',-0.337
'0:10.198',-0.325
'0:10.199',-0.320
'0:10.200',-0.324
'0:10.201',-0.327
'0:10.202',-0.358
'0:10.203',-0.372
'0:10.204',-0.352
'0:10.205',-0.315
'0:10.206',-0.272
'0:10.207',-0.283
'0:10.208',-0.282
'0:10.209',-0.270
'0:10.210',-0.292
'0:10.211',-0.295
'0:10.212',-0.289
'0:10.213',-0.284
'0:10.214',-0.277
'0:10.215',-0.271
'0:10.216',-0.257
'0:10.217',-0.253
'0:10.218',-0.264
'0:10.219',-0.269
'0:10.220',-0.267
'0:10.221',-0.276
'0:10.222',-0.277
'0:10.223',-0.275
'0:10.224',-0.278
'0:10.225',-0.276
'0:10.226',-0.260
'0:10.227',-0.234
'0:10.228',-0.236
'0:10.229',-0.235
'0:10.230',-0.226
'0:10.231',-0.229
'0:10.232',-0.229
'0:10.233',-0.219
'0:10.234',-0.206
'0:10.235',-0.193
'0:10.236',-0.173
'0:10.237',-0.163
'0:10.238',-0.143
'0:10.239',-0.138
'0:10.240',-0.108
'0:10.241',-0.085
'0:10.242',-0.102
'0:10.243',-0.102
'0:10.244',-0.093
'0:10.245',-0.076
'0:10.246',-0.066
'0:10.247',-0.052
'0:10.248',-0.046
'0:10.249',-0.053
'0:10.250',-0.046
'0:10.251',-0.043
'0:10.252',-0.049
'0:10.253',-0.052
'0:10.254',-0.048
'0:10.255',-0.054
'0:10.256',-0.059
'0:10.257',-0.058
'0:10.258',-0.056
'0:10.259',-0.052
'0:10.260',-0.051
'0:10.261',-0.047
'0:10.262',-0.044
'0:10.263',-0.040
'0:10.264',-0.034
'0:10.265',-0.026
'0:10.266',-0.033
'0:10.267',-0.035
'0:10.268',-0.032
'0:10.269',-0.048
'0:10.270',-0.057
'0:10.271',-0.059
'0:10.272',-0.064
'0:10.273',-0.062
'0:10.274',-0.063
'0:10.275',-0.064
'0:10.276',-0.062
'0:10.277',-0.067
'0:10.278',-0.069
'0:10.279',-0.068
'0:10.280',-0.068
'0:10.281',-0.066
'0:10.282',-0.061
'0:10.283',-0.059
'0:10.284',-0.062
'0:10.285',-0.070
'0:10.286',-0.075
'0:10.287',-0.053
'0:10.288',-0.064
'0:10.289',-0.080
'0:10.290',-0.076
'0:10.291',-0.065
'0:10.292',-0.062
'0:10.293',-0.080
'0:10.294',-0.081
'0:10.295',-0.082
'0:10.296',-0.081
'0:10.297',-0.085
'0:10.298',-0.086
'0:10.299',-0.080
'0:10.300',-0.082
'0:10.301',-0.081
'0:10.302',-0.081
'0:10.303',-0.082
'0:10.304',-0.082
'0:10.305',-0.085
'0:10.306',-0.086
'0:10.307',-0.084
'0:10.308',-0.071
'0:10.309',-0.073
'0:10.310',-0.081
'0:10.311',-0.074
'0:10.312',-0.084
'0:10.313',-0.090
'0:10.314',-0.089
'0:10.315',-0.085
'0:10.316',-0.073
'0:10.317',-0.079
'0:10.318',-0.086
'0:10.319',-0.075
'0:10.320',-0.080
'0:10.321',-0.079
'0:10.322',-0.092
'0:10.323',-0.113
'0:10.324',-0.098
'0:10.325',-0.089
'0:10.326',-0.097
'0:10.327',-0.092
'0:10.328',-0.099
'0:10.329',-0.127
'0:10.330',-0.121
'0:10.331',-0.111
'0:10.332',-0.108
'0:10.333',-0.110
'0:10.334',-0.129
'0:10.335',-0.137
'0:10.336',-0.133
'0:10.337',-0.131
'0:10.338',-0.128
'0:10.339',-0.129
'0:10.340',-0.140
'0:10.341',-0.136
'0:10.342',-0.142
'0:10.343',-0.127
'0:10.344',-0.091
'0:10.345',-0.119
'0:10.346',-0.149
'0:10.347',-0.139
'0:10.348',-0.137
'0:10.349',-0.142
'0:10.350',-0.145
'0:10.351',-0.148
'0:10.352',-0.150
'0:10.353',-0.152
'0:10.354',-0.154
'0:10.355',-0.160
'0:10.356',-0.163
'0:10.357',-0.167
'0:10.358',-0.172
'0:10.359',-0.170
'0:10.360',-0.170
'0:10.361',-0.177
'0:10.362',-0.183
'0:10.363',-0.187
'0:10.364',-0.188
'0:10.365',-0.190
'0:10.366',-0.192
'0:10.367',-0.188
'0:10.368',-0.191
'0:10.369',-0.196
'0:10.370',-0.201
'0:10.371',-0.205
'0:10.372',-0.214
'0:10.373',-0.212
'0:10.374',-0.206
'0:10.375',-0.221
'0:10.376',-0.230
'0:10.377',-0.241
'0:10.378',-0.228
'0:10.379',-0.220
'0:10.380',-0.245
'0:10.381',-0.253
'0:10.382',-0.250
'0:10.383',-0.251
'0:10.384',-0.253
'0:10.385',-0.249
'0:10.386',-0.240
'0:10.387',-0.240
'0:10.388',-0.253
'0:10.389',-0.252
'0:10.390',-0.250
'0:10.391',-0.264
'0:10.392',-0.270
'0:10.393',-0.271
'0:10.394',-0.273
'0:10.395',-0.275
'0:10.396',-0.278
'0:10.397',-0.280
'0:10.398',-0.276
'0:10.399',-0.280
'0:10.400',-0.282
'0:10.401',-0.290
'0:10.402',-0.288
'0:10.403',-0.278
'0:10.404',-0.298
'0:10.405',-0.308
'0:10.406',-0.298
'0:10.407',-0.295
'0:10.408',-0.314
'0:10.409',-0.329
'0:10.410',-0.319
'0:10.411',-0.312
'0:10.412',-0.326
'0:10.413',-0.322
'0:10.414',-0.300
'0:10.415',-0.325
'0:10.416',-0.362
'0:10.417',-0.363
'0:10.418',-0.336
'0:10.419',-0.328
'0:10.420',-0.332
'0:10.421',-0.338
'0:10.422',-0.357
'0:10.423',-0.353
'0:10.424',-0.340
'0:10.425',-0.337
'0:10.426',-0.341
'0:10.427',-0.332
'0:10.428',-0.331
'0:10.429',-0.341
'0:10.430',-0.338
'0:10.431',-0.336
'0:10.432',-0.335
'0:10.433',-0.335
'0:10.434',-0.316
'0:10.435',-0.312
'0:10.436',-0.336
'0:10.437',-0.345
'0:10.438',-0.342
'0:10.439',-0.325
'0:10.440',-0.318
'0:10.441',-0.319
'0:10.442',-0.319
'0:10.443',-0.325
'0:10.444',-0.317
'0:10.445',-0.315
'0:10.446',-0.320
'0:10.447',-0.312
'0:10.448',-0.312
'0:10.449',-0.298
'0:10.450',-0.301
'0:10.451',-0.319
'0:10.452',-0.317
'0:10.453',-0.316
'0:10.454',-0.310
'0:10.455',-0.307
'0:10.456',-0.309
'0:10.457',-0.316
'0:10.458',-0.303
'0:10.459',-0.288
'0:10.460',-0.295
'0:10.461',-0.293
'0:10.462',-0.291
'0:10.463',-0.289
'0:10.464',-0.282
'0:10.465',-0.279
'0:10.466',-0.274
'0:10.467',-0.269
'0:10.468',-0.267
'0:10.469',-0.271
'0:10.470',-0.273
'0:10.471',-0.265
'0:10.472',-0.259
'0:10.473',-0.258
'0:10.474',-0.256
'0:10.475',-0.253
'0:10.476',-0.249
'0:10.477',-0.255
'0:10.478',-0.257
'0:10.479',-0.249
'0:10.480',-0.234
'0:10.481',-0.225
'0:10.482',-0.236
'0:10.483',-0.240
'0:10.484',-0.234
'0:10.485',-0.232
'0:10.486',-0.226
'0:10.487',-0.222
'0:10.488',-0.219
'0:10.489',-0.216
'0:10.490',-0.215
'0:10.491',-0.219
'0:10.492',-0.206
'0:10.493',-0.188
'0:10.494',-0.168
'0:10.495',-0.168
'0:10.496',-0.181
'0:10.497',-0.216
'0:10.498',-0.251
'0:10.499',-0.213
'0:10.500',-0.194
'0:10.501',-0.217
'0:10.502',-0.221
'0:10.503',-0.196
'0:10.504',-0.166
'0:10.505',-0.176
'0:10.506',-0.191
'0:10.507',-0.189
'0:10.508',-0.192
'0:10.509',-0.190
'0:10.510',-0.194
'0:10.511',-0.190
'0:10.512',-0.182
'0:10.513',-0.185
'0:10.514',-0.187
'0:10.515',-0.184
'0:10.516',-0.179
'0:10.517',-0.183
'0:10.518',-0.185
'0:10.519',-0.180
'0:10.520',-0.171
'0:10.521',-0.169
'0:10.522',-0.163
'0:10.523',-0.160
'0:10.524',-0.155
'0:10.525',-0.159
'0:10.526',-0.180
'0:10.527',-0.168
'0:10.528',-0.166
'0:10.529',-0.172
'0:10.530',-0.168
'0:10.531',-0.158
'0:10.532',-0.153
'0:10.533',-0.171
'0:10.534',-0.171
'0:10.535',-0.169
'0:10.536',-0.167
'0:10.537',-0.162
'0:10.538',-0.162
'0:10.539',-0.155
'0:10.540',-0.158
'0:10.541',-0.156
'0:10.542',-0.145
'0:10.543',-0.153
'0:10.544',-0.154
'0:10.545',-0.149
'0:10.546',-0.148
'0:10.547',-0.143
'0:10.548',-0.147
'0:10.549',-0.152
'0:10.550',-0.157
'0:10.551',-0.157
'0:10.552',-0.154
'0:10.553',-0.159
'0:10.554',-0.160
'0:10.555',-0.160
'0:10.556',-0.160
'0:10.557',-0.155
'0:10.558',-0.151
'0:10.559',-0.155
'0:10.560',-0.152
'0:10.561',-0.149
'0:10.562',-0.145
